,sensacion_termica,humedad,velocidad_viento,alquiler_registrado,total_alquileres,alquiler_casual_boxcox,estacion_map,año_map,mes_map,dia_sem_map,laborable_map,prevision_tiempo_map
0,-0.4563991203197833,0.8567140298507462,-0.20890882308794095,-1.3198158702323541,-1.2743853375055878,-0.5836833182776562,0.0,0.0,0.0,0.5,1,1.5
1,-0.4928625107770049,0.3325540298507464,0.6875500863711644,-1.3128014028934678,-1.3401877514528386,-1.1210698489122828,0.0,0.0,0.0,0.0,1,1.5
2,-1.098989843105253,-0.9035725373134327,0.6852095422964299,-1.0677334502411222,-1.1442109968708092,-1.16431947894309,0.0,0.0,0.0,0.0,0,2.0
3,-1.0152007634960376,-0.17205253731343256,-0.21043526487581127,-0.9690925032880315,-1.0680375502905677,-1.2147333326175533,1.4,0.0,0.0,0.5,0,2.0
4,-0.9519523091605695,-0.9050817910447758,0.060294450620880104,-0.9410346339324858,-1.0544479213232008,-1.338942618463447,1.4,0.0,0.0,0.5,0,2.0
5,-0.9374237541321458,-0.5167641791044776,-0.9302115902724953,-0.9410346339324858,-1.0523021904336165,-1.3081054361537046,1.4,0.0,0.0,0.0,0,2.0
6,-1.0273097368797173,-0.6102089552238805,-0.12464923639749573,-1.0094256904866288,-1.0866338846669648,-1.0588972255854066,1.5,0.0,0.0,0.5,0,1.5
7,-1.1991332291364107,-0.4328382089552236,0.8734198147408484,-1.2159140727750986,-1.2836835046937862,-1.4174784258786235,1.5,0.0,0.0,0.0,1,1.5
8,-1.3690903977463962,-0.9184071641791043,1.8416520170656192,-1.2698377904427882,-1.3326776933392936,-1.5080853930883666,1.5,0.0,0.0,0.0,1,2.0
9,-1.2410554318409202,-0.6855713432835819,0.4303751739507619,-1.0453748355984218,-1.154224407688869,-1.6081241744456827,1.0,0.0,0.0,0.5,0,2.0
10,-1.0913954549855465,0.28611582089552234,-0.5988027608243804,-1.071679088119246,-1.1749664729548503,-1.5914334319887735,1.0,0.0,0.0,0.0,0,1.5
11,-1.205702245766424,-0.12854208955223848,1.2583171996916585,-1.1080666374397194,-1.211086276262852,-1.7675693793539269,1.0,0.0,0.0,0.0,0,2.0
12,-1.2410738737741882,-0.7452728358208954,1.221407837260953,-1.0067952652345462,-1.1238265534197587,-1.6342440754344232,0.0,0.0,0.0,0.0,0,2.0
13,-1.1026487226655972,-0.4233194029850743,-0.5538643145894762,-1.0072336694432267,-1.118462226195798,-1.5080853930883666,0.0,0.0,0.0,0.5,0,2.0
14,-0.882455727833949,-0.6099510447761192,-0.23417652281648874,-1.1567295046032442,-1.1803308001788109,-0.8344240057366024,0.0,0.0,0.0,0.5,1,1.5
15,-0.9337058603853443,-0.6815928358208954,0.0758946856929156,-1.1887330118369137,-1.1960661600357623,-0.7606552634879424,0.0,0.0,0.0,0.5,1,2.0
16,-1.145588920086493,-0.42487641791044756,0.13271902531603696,-1.2194213064445418,-1.2690210102816273,-1.1765855722122391,0.0,0.0,0.0,0.0,1,1.5
17,-0.9406547808406758,1.1233838805970153,-0.34802872763444764,-1.3110477860587462,-1.3823871256146625,-2.028293192900883,0.0,0.0,0.0,0.0,0,1.5
18,-0.6968929952926968,0.5505934328358213,0.2782398090930136,-0.917360806663744,-1.036566830576665,-1.3603734944646284,0.0,0.0,0.0,0.0,0,1.5
19,-0.8568657012314603,-0.4208979104477609,0.1519216630074464,-0.7981148619026742,-0.9375055878408582,-1.3336976975995305,0.0,0.0,0.0,0.0,0,1.5
20,-1.2154395865318564,-0.8089576119402982,1.7530369831404506,-0.9629548443665059,-1.0748323647742513,-1.376948117546881,0.0,0.0,0.0,0.5,0,2.0
21,-1.50594945988188,-1.0815928358208953,-0.09163738866515202,-1.21722928540114,-1.2758158247653106,-1.2834946958372586,0.0,0.0,0.0,0.5,1,2.0
22,-1.4330318999340705,-0.9071594029850744,0.6678182821932935,-1.2400263042525208,-1.2740277156906572,-1.051911803588672,0.0,0.0,0.0,0.5,1,2.0
23,-1.3626172791693756,-0.6434364179104474,-0.2304418285754991,-1.0234546251644017,-1.1202503352704516,-1.3182192032770348,0.0,0.0,0.0,0.0,0,2.0
24,-0.9325661489093904,-0.045380298507462384,-0.5208117617427894,-0.8178430512932924,-0.916763522574877,-0.935878974990461,0.0,0.0,0.0,0.0,0,1.5
25,-1.0466331945577858,1.1273623880597017,1.1486474453724647,-1.3996054362121877,-1.4456861868573982,-1.671377307359391,0.0,0.0,0.0,0.0,0,0.0
26,-0.9872501694352621,0.29154149253731365,-0.6832149916936125,-1.4241560718982902,-1.4725078229772015,-1.9083048041309625,0.0,0.0,0.0,0.0,0,2.0
27,-0.9739092749092889,0.7956274626865673,-0.5869168674361628,-1.1115738711091627,-1.2092981671881984,-1.6342440754344232,0.0,0.0,0.0,0.5,0,1.5
28,-1.0151860099494232,0.12074268656716454,-0.36237728044042944,-1.1790881192459448,-1.2339740724184176,-1.1522625230688686,0.0,0.0,0.0,0.5,1,2.0
29,-0.8743043933295529,0.457148656716418,-1.0887844689636224,-1.1874177992108723,-1.234689316048279,-1.0875066617286904,0.0,0.0,0.0,0.5,1,2.0
30,-1.1106267029972754,-0.10845850746268637,0.06326592396793458,-0.9669004822446295,-1.089852481001341,-1.5997104647272413,0.0,0.0,0.0,0.0,0,1.5
31,-0.9325513953627761,0.9700608955223885,-1.3001417046793073,-1.0309074967119685,-1.1402771569065713,-1.5595902971109348,0.0,0.0,0.5,0.5,0,1.5
32,-0.8592004499831719,0.7114435820895527,0.8480198233906848,-0.9690925032880315,-1.0809119356280734,-1.393985231140821,0.0,0.0,0.5,0.0,0,1.5
33,-1.1415058760609877,-0.9009313432835818,0.9848297126982145,-0.9537483559842175,-1.0723290120697362,-1.460989719180452,0.0,0.0,0.5,0.0,0,2.0
34,-0.9544714772449598,-0.19697432835820863,-0.5407267389352051,-0.8963174046470846,-1.015824765310684,-1.3081054361537046,1.4,0.0,0.5,0.5,0,1.5
35,-0.9010968339811064,1.4457719402985079,-0.20246723874312772,-1.209776413853573,-1.2672329012069736,-1.2505242703717736,1.4,0.0,0.5,0.0,1,1.5
36,-0.7217932935909672,-0.2776143283582087,-0.3986557135988154,-1.0501972818939063,-1.0462226195797943,-0.5383555457962889,1.4,0.0,0.5,0.0,1,2.0
37,-0.677580602774589,0.5343259701492536,-1.3795645061579207,-0.9085927224901359,-1.0143942780509612,-1.16431947894309,1.5,0.0,0.5,0.5,0,2.0
38,-1.066380816701015,-0.42288477611940284,1.8416520170656192,-0.9638316527838667,-1.0794814483683504,-1.4419423665558477,1.5,0.0,0.5,0.0,0,2.0
39,-1.2654172256877692,-0.6288979104477611,0.0800262547987513,-0.9261288908373521,-1.052659812248547,-1.5151504541672096,1.5,0.0,0.5,0.5,0,1.5
40,-1.2459978699567078,-0.9030089552238804,0.41682037087447305,-0.9528715475668567,-1.0766204738489047,-1.5595902971109348,1.0,0.0,0.5,0.5,0,2.0
41,-1.010084971207532,-0.5735856716417908,-0.7370169765767508,-0.9064007014467339,-1.0022351363433168,-1.055396453315434,1.0,0.0,0.5,0.0,0,2.0
42,-0.938364292728807,-0.39303402985074615,0.22786723009329096,-1.0874616396317405,-1.1002235136343317,-0.674607421432317,1.0,0.0,0.5,0.5,1,2.0
43,-0.6021346537757555,-0.8074865671641789,0.8131660692343115,-1.0839544059622972,-1.0583817612874384,-0.4587745406513579,0.0,0.0,0.5,0.5,1,2.0
44,-0.32831989377446436,-1.1970173134328355,2.411096214169959,-0.8590530469092503,-0.9425122932498883,-0.8724293371766705,0.0,0.0,0.5,0.0,0,2.0
45,-0.8597278892746328,-1.490677014925373,1.1234509795940175,-0.8722051731696624,-0.977559231113098,-1.0875066617286904,0.0,0.0,0.5,0.0,0,2.0
46,-0.6313208573654777,-0.9694591044776117,0.7206433443321946,-0.7748794388426129,-0.8702726866338847,-0.8451103043912176,0.0,0.0,0.5,0.0,0,2.0
47,-0.2165322710779771,-0.5801002985074625,0.4999503906418943,-0.6350284962735643,-0.7415288332588288,-0.7413457249843313,0.0,0.0,0.5,0.0,0,2.0
48,0.09080254683098452,-0.5243773134328357,0.8542985872781251,-0.577159140727751,-0.5798837729101475,-0.17575085258674825,0.0,0.0,0.5,0.5,0,2.0
49,-0.35393942747018176,-2.094526567164179,3.3224328429215073,-1.122972380534853,-1.0419311578006258,-0.24217696263564012,0.0,0.0,0.5,0.5,1,2.0
50,-0.7746884465898561,-1.044214925373134,0.43004953303601634,-1.092284085927225,-0.9786320965578901,-0.09613852947872503,0.0,0.0,0.5,0.5,1,2.0
51,-0.7498102786115071,-0.10248835820895502,1.2910746404593574,-1.2067075843928101,-1.2307554760840411,-0.9093295281707304,0.0,0.0,0.5,0.0,1,1.5
52,-1.1114270829011008,-0.23250388059701477,0.14967270543998412,-1.003288031565103,-1.1080911935628073,-1.382574211433991,0.0,0.0,0.5,0.0,0,2.0
53,-0.8912894138692561,-0.9715367164179104,-0.8839319105199824,-0.8270495396755809,-0.9410818059901654,-1.0911612540000704,0.0,0.0,0.5,0.0,0,2.0
54,-0.730940492491828,0.3387820895522387,0.7074650635635803,-0.8581762384918895,-0.9804202056325436,-1.2505242703717736,0.0,0.0,0.5,0.0,0,1.5
55,-0.5049530422274167,0.4093874626865673,1.6848253877798156,-1.0186321788689172,-1.1041573535985696,-1.16431947894309,0.0,0.0,0.5,0.5,0,1.5
56,-0.7567555106801848,-0.42288477611940284,0.056946454966151056,-0.9291977202981149,-0.9224854716137685,-0.4117959186228009,0.0,0.0,0.5,0.5,1,2.0
57,-0.5025629676759015,0.25572059701492555,-0.5670934767510194,-0.8577378342832092,-0.7676352257487706,-0.027561077502034563,0.0,0.0,0.5,0.5,1,2.0
58,-0.32179882617094746,1.1935785074626866,1.1062734213411825,-1.0081104778605874,-1.10952168082253,-1.3442317183188062,0.0,0.0,0.5,0.0,0,1.5
59,-0.8243009354670653,-0.43681671641791026,0.36074907586670085,-0.8551074090311267,-0.9646848457755923,-1.0985250457863365,0.0,0.0,1.5,0.0,0,2.0
60,-0.617043112629497,-0.8447785074626863,1.2909423488377418,-0.7722490135905304,-0.8634778721502011,-0.8108551427100836,0.0,0.0,1.5,0.0,0,2.0
61,-1.059420831085723,-1.4716441791044774,0.45568357879365295,-0.921744848750548,-1.0240500670540904,-1.1522625230688686,0.0,0.0,1.5,0.0,0,2.0
62,-0.8545457060263628,-0.07661611940298493,0.22765352824298904,-0.8480929416922403,-0.9314260169870362,-0.8559323282761745,1.4,0.0,1.5,0.5,0,1.5
63,-0.40050530897153963,0.7771152238805975,0.7214574466190588,-0.9765453748355984,-0.8838623156012517,-0.0948561164053816,1.4,0.0,1.5,0.0,1,1.5
64,-0.4467097285808472,1.5369671641791045,1.651732129818786,-1.39127575624726,-1.410281627179258,-1.1890699359022572,1.4,0.0,1.5,0.5,1,1.5
65,-0.918052347427581,-0.3589468656716415,1.632041030755258,-0.8928101709776414,-0.9571747876620473,-0.777901455189266,1.5,0.0,1.5,0.5,0,2.0
66,-0.6822205931847838,-0.9820919402985072,-0.6138840056885396,-0.8099517755370451,-0.8638354939651318,-0.6144248763087937,1.5,0.0,1.5,0.0,0,2.0
67,-0.7404675952180069,0.7114435820895527,0.3986557135988154,-0.8612450679526523,-0.9503799731783639,-0.9210229229807871,1.5,0.0,1.5,0.5,0,1.5
68,-0.3750960133150758,-0.0009958208955221882,0.8232812901485991,-1.3535729943007453,-1.4038444345105052,-1.5673707532026833,1.0,0.0,1.5,0.0,0,0.0
69,-0.6726307878854941,0.11035940298507509,0.5291156050688044,-0.8480929416922403,-0.9196244970943227,-0.7704691024383048,1.0,0.0,1.5,0.0,0,1.5
70,-0.5960967648238564,-0.15224119402985048,0.4050158877149422,-0.9892590968873302,-0.8641931157800626,0.008279088808046526,1.0,0.0,1.5,0.5,1,2.0
71,-0.395666145682052,-0.47315820895522365,0.9120896733668981,-0.9774221832529593,-0.76227089852481,0.2808874362042086,0.0,0.0,1.5,0.5,1,2.0
72,-0.5730443482390258,-0.6185146268656714,-0.4482548954260172,-0.8669443226654976,-0.8949485918641037,-0.5287714942487766,0.0,0.0,1.5,0.0,0,2.0
73,-0.6240252285647107,0.1394316417910452,0.0339277128050658,-0.8318719859710654,-0.8913723737147966,-0.672390285823961,0.0,0.0,1.5,0.0,0,1.5
74,-0.44420900242972483,0.7167211940298507,0.2253231604468403,-0.7862779482683033,-0.8427358068842199,-0.6040682717311661,0.0,0.0,1.5,0.0,0,1.5
75,-0.2841219565047005,-0.11243701492537299,0.29108227266829656,-0.5894344585708022,-0.6453285650424676,-0.4117959186228009,0.0,0.0,1.5,0.0,0,2.0
76,0.14622424468757061,-0.4835414925373131,0.509241332990732,-0.5740903112669882,-0.46830576665176576,0.1839122221995828,0.0,0.0,1.5,0.5,0,2.0
77,-0.07686413366713214,-1.1810937313432834,1.9049179410335537,-0.8643138974134151,-0.5119356280733125,0.6503572370924255,0.0,0.0,1.5,0.5,1,2.0
78,-0.5960967648238564,-0.729354029850746,0.27217474705587524,-0.9822446295484437,-0.7429593205185516,0.34158722948814685,1.4,0.0,1.5,0.5,1,2.0
79,-0.28632761172353693,0.5298268656716417,1.097084241778203,-0.871766768960982,-0.8838623156012517,-0.45167884198008706,1.4,0.0,1.5,0.0,0,1.5
80,-0.17233064542155954,-0.008957611940298248,0.4556428736793097,-0.6231915826391934,-0.6599910594546268,-0.35225667250236453,1.4,0.0,1.5,0.0,0,2.0
81,-0.5511390199034565,1.0178220895522392,0.5422531807230754,-0.7656729504603245,-0.8681269557443004,-0.886428715622271,1.4,0.0,1.5,0.0,0,1.5
82,-0.7986518946781193,0.8567140298507462,0.6391924105314309,-0.8616834721613328,-0.9596781403665624,-0.9982115915178404,1.4,0.0,1.5,0.0,0,1.5
83,-0.8522109572746512,-0.6278614925373133,0.5062698596436775,-0.7691801841297676,-0.8362986142154671,-0.6483430287299572,1.4,0.0,1.5,0.5,0,2.0
84,-0.847567278477803,-1.1094519402985072,0.2910008624396101,-0.9423498465585269,-0.7340187751452839,0.2799322997427402,1.4,0.0,1.5,0.5,1,2.0
85,-0.8742416907564422,-0.633053134328358,0.03383612629779359,-1.0712406839105655,-1.0211890925346445,-0.3331245795487996,1.4,0.0,1.5,0.5,1,1.5
86,-0.8475562133178423,-1.5488214925373134,0.3177950039560282,-0.8147742218325296,-0.9013857845328564,-0.8344240057366024,1.4,0.0,1.5,0.0,0,2.0
87,-0.7172307593004976,-1.4915414925373134,0.4683225167972197,-0.6823761508110477,-0.7594099240053643,-0.612344585665228,1.4,0.0,1.5,0.0,0,2.0
88,-0.7008469457853268,0.09651820895522437,-0.08229556492338533,-1.0067952652345462,-1.077335717478766,-0.9917531805367407,1.4,0.0,1.5,0.0,0,1.5
89,-0.8475525249311887,1.3940274626865672,0.3731743120199657,-0.9462954844366506,-1.0240500670540904,-0.9571461562012783,1.4,0.0,1.5,0.0,0,0.0
90,-0.7521007667233757,0.2855713432835823,0.7910326633101906,-0.7647961420429636,-0.8302190433616451,-0.6333544289795383,0.0,0.0,2.0,0.0,0,1.5
91,-0.6333974190514392,0.13034746268656736,0.16456060101101316,-1.0129329241560718,-0.8212784979883773,0.1982042653018171,0.0,0.0,2.0,0.5,1,1.5
92,-0.40054956961138244,-0.6995032835820894,0.012598232889223536,-0.9059622972380534,-0.4647295485024586,0.8097554767248052,0.0,0.0,2.0,0.5,1,2.0
93,0.20494336021245133,-0.9562197014925371,2.0820258935408615,-0.5626918018412976,-0.5126508717031739,0.01999849885116334,1.4,0.0,2.0,0.0,0,2.0
94,-0.32831989377446436,0.07462447761194022,2.107425884891025,-0.8928101709776414,-0.9847116674117121,-0.994975736272282,1.4,0.0,2.0,0.0,0,1.5
95,-0.3679405432071443,-0.7432859701492535,0.8353503565513609,-0.556554142919772,-0.6224407688869021,-0.43067963903519174,1.4,0.0,2.0,0.5,0,2.0
96,-0.19795017911727691,-0.11243701492537299,-0.18991988724683317,-0.47983340640070143,-0.5033527045149754,-0.186788560428501,1.5,0.0,2.0,0.0,0,2.0
97,-0.6007847042605479,1.0019892537313435,0.46828181168287647,-1.037045155633494,-1.1005811354492625,-0.978993317367739,1.5,0.0,2.0,0.0,0,1.5
98,-0.5378977118171298,1.1990041791044779,-0.4873623340312565,-0.9156071898290223,-0.748681269557443,0.17877020307655703,1.5,0.0,2.0,0.5,1,1.5
99,-0.22361766183949075,1.1034817910447763,-0.3481101378631341,-0.8581762384918895,-0.5913276709879303,0.46485732456558265,1.0,0.0,2.0,0.0,1,1.5
100,0.287150121947284,0.4322268656716419,1.460285800784082,-0.5135905304690925,-0.4293249888243183,0.1538044527804215,1.0,0.0,2.0,0.5,0,1.5
101,0.020985075865503022,0.5383092537313438,0.9555932643212043,-0.8274879438842613,-0.8992400536432722,-0.7461342180185626,1.0,0.0,2.0,0.5,0,1.5
102,-0.2584876692623689,0.9203988059701498,0.7086963932724623,-0.7503288031565103,-0.8534644613321413,-0.8696573085617834,1.4,0.0,2.0,0.0,0,1.5
103,-0.09081730037759851,-0.41094447761194014,-0.7151379776172753,-0.40618149934239367,-0.45829235583370587,-0.24655185350314077,1.4,0.0,2.0,0.0,0,2.0
104,-0.16764270598486844,0.21392955223880616,0.4620030477954365,-0.5175361683472162,-0.5087170317389361,-0.09229541891313107,1.4,0.0,2.0,0.5,1,2.0
